x,y,z,dx,dy,dz, 
300.0, 300.0, 1201.0, 0.0, 0.0, -1.0
-300.0, 300.0, 1201.0, 0.0, 0.0, -1.0
300.0, -300.0, 1201.0, 0.0, 0.0, -1.0
-300.0, -300.0, 1201.0, 0.0, 0.0, -1.0
1025.0, 300.0, 1201.0, 0.0, 0.0, -1.0
-1025.0, 300.0, 1201.0, 0.0, 0.0, -1.0
1025.0, -300.0, 1201.0, 0.0, 0.0, -1.0
-1025.0, -300.0, 1201.0, 0.0, 0.0, -1.0
300.0, 1025.0, 1201.0, 0.0, 0.0, -1.0
-300.0, 1025.0, 1201.0, 0.0, 0.0, -1.0
300.0, -1025.0, 1201.0, 0.0, 0.0, -1.0
-300.0, -1025.0, 1201.0, 0.0, 0.0, -1.0
662.5, 662.5, 1201.0, 0.0, 0.0, -1.0
-662.5, 662.5, 1201.0, 0.0, 0.0, -1.0
662.5, -662.5, 1201.0, 0.0, 0.0, -1.0
-662.5, -662.5, 1201.0, 0.0, 0.0, -1.0
300.0, 300.0, -1201.0, 0.0, 0.0, 1.0
-300.0, 300.0, -1201.0, 0.0, 0.0, 1.0
300.0, -300.0, -1201.0, 0.0, 0.0, 1.0
-300.0, -300.0, -1201.0, 0.0, 0.0, 1.0
1025.0, 300.0, -1201.0, 0.0, 0.0, 1.0
-1025.0, 300.0, -1201.0, 0.0, 0.0, 1.0
1025.0, -300.0, -1201.0, 0.0, 0.0, 1.0
-1025.0, -300.0, -1201.0, 0.0, 0.0, 1.0
300.0, 1025.0, -1201.0, 0.0, 0.0, 1.0
-300.0, 1025.0, -1201.0, 0.0, 0.0, 1.0
300.0, -1025.0, -1201.0, 0.0, 0.0, 1.0
-300.0, -1025.0, -1201.0, 0.0, 0.0, 1.0
662.5, 662.5, -1201.0, 0.0, 0.0, 1.0
-662.5, 662.5, -1201.0, 0.0, 0.0, 1.0
662.5, -662.5, -1201.0, 0.0, 0.0, 1.0
-662.5, -662.5, -1201.0, 0.0, 0.0, 1.0
